Season ;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA
2017;10.02.2018;Hannover;Freiburg;2;1;H;1;0;H;13;12;6;4;13;7;3;4;0;2;0;0;2,1;3,5;3,5;2,05;3,5;3,4
2017;10.02.2018;Hoffenheim;Mainz;4;2;H;1;1;D;24;6;9;2;13;19;5;2;4;3;0;0;1,61;4;5,25;1,65;3,8;5
2017;10.02.2018;Leverkusen;Hertha;0;2;A;0;1;A;15;9;6;4;18;16;9;4;2;2;0;0;1,53;4,33;6;1,48;4,33;6,25
2017;11.02.2018;Stuttgart;M'gladbach;1;0;H;1;0;H;7;12;2;4;11;11;1;8;1;0;0;0;2,5;3,39;2,79;2,5;3,3;2,7
2017;11.02.2018;Werder Bremen;Wolfsburg;3;1;H;2;0;H;12;13;5;5;16;11;6;8;1;5;0;0;2,14;3,39;3,39;2,1;3,3;3,4
2017;16.02.2018;Hertha;Mainz;0;2;A;0;1;A;9;13;1;7;15;16;6;4;0;3;0;0;2;3,39;4;2,05;3,4;3,7
2017;17.02.2018;FC Koln;Hannover;1;1;D;1;1;D;5;15;1;7;15;18;5;4;2;3;0;0;2,29;3,39;3,1;2,3;3,5;3
2017;17.02.2018;Freiburg;Werder Bremen;1;0;H;1;0;H;7;9;3;3;13;16;0;5;2;2;0;0;2,5;3,29;2,89;2,55;3,4;2,75
2017;17.02.2018;Hamburg;Leverkusen;1;2;A;0;1;A;11;16;3;5;15;9;4;3;2;2;0;0;3,79;3,5;2;3,9;3,5;1,95
2017;17.02.2018;Schalke 04;Hoffenheim;2;1;H;2;0;H;9;12;6;4;18;18;4;3;2;6;0;0;2,1;3,5;3,5;2,1;3,4;3,6
2017;17.02.2018;Wolfsburg;Bayern Munich;1;2;A;1;0;H;3;18;1;5;14;15;4;8;4;3;0;0;8,5;5;1,36;8,5;5;1,36
2017;18.02.2018;Augsburg;Stuttgart;0;1;A;0;1;A;8;16;2;6;16;16;4;7;4;1;0;0;2,04;3,39;3,75;2;3,5;3,8
2017;18.02.2018;M'gladbach;Dortmund;0;1;A;0;1;A;28;8;11;2;15;16;6;5;3;3;0;0;3;3,6;2,29;3;3,5;2,3
2017;19.02.2018;Ein Frankfurt;RB Leipzig;2;1;H;2;1;H;12;10;3;2;18;13;7;5;6;2;0;0;2,5;3,39;2,79;2,55;3,4;2,75
2017;23.02.2018;Mainz;Wolfsburg;1;1;D;1;1;D;13;8;4;2;12;13;2;3;0;0;0;0;2,14;3,39;3,5;2,2;3,4;3,3
2017;24.02.2018;Bayern Munich;Hertha;0;0;D;0;0;D;19;5;6;3;11;12;9;2;0;0;0;0;1,16;7,5;17;1,16;7,75;16
2017;24.02.2018;Hannover;M'gladbach;0;1;A;0;0;D;20;15;5;4;14;11;10;6;2;1;0;0;2,62;3,39;2,7;2,65;3,4;2,65
2017;24.02.2018;Hoffenheim;Freiburg;1;1;D;0;0;D;12;7;4;3;12;19;4;2;1;1;0;0;1,66;4,2;4,75;1,67;4,1;4,75
2017;24.02.2018;Stuttgart;Ein Frankfurt;1;0;H;1;0;H;13;7;5;0;16;15;4;3;2;2;0;0;2,37;3,2;3,25;2,4;3,2;3,1
2017;24.02.2018;Werder Bremen;Hamburg;1;0;H;0;0;D;14;6;3;1;16;15;11;2;1;1;0;0;1,83;3,6;4,5;1,83;3,6;4,4
2017;25.02.2018;Leverkusen;Schalke 04;0;2;A;0;1;A;9;10;5;6;15;18;7;3;4;4;1;0;1,9;3,6;4;1,9;3,6;4,1
2017;25.02.2018;RB Leipzig;FC Koln;1;2;A;1;0;H;15;14;3;5;12;10;3;7;1;1;0;0;1,55;4;6,5;1,5;4,1;7
2017;26.02.2018;Dortmund;Augsburg;1;1;D;1;0;H;9;13;2;6;8;15;3;3;0;3;0;0;1,44;4,5;7;1,45;4,6;7
2017;02.03.2018;M'gladbach;Werder Bremen;2;2;D;2;0;H;10;17;5;6;13;20;5;6;2;3;0;0;1,95;3,5;4;1,95;3,6;3,9
2017;03.03.2018;Augsburg;Hoffenheim;0;2;A;0;1;A;8;17;2;6;11;18;8;5;0;2;0;0;2,89;3,39;2,45;2,7;3,4;2,6
2017;03.03.2018;Ein Frankfurt;Hannover;1;0;H;1;0;H;13;7;7;2;21;16;5;1;3;2;0;0;1,75;3,6;5;1,75;3,7;4,75
2017;03.03.2018;Hamburg;Mainz;0;0;D;0;0;D;18;5;6;2;15;14;11;1;4;5;0;1;2,25;3,29;3,39;2,3;3,25;3,3
2017;03.03.2018;RB Leipzig;Dortmund;1;1;D;1;1;D;11;4;3;2;15;12;2;3;0;4;0;0;2,39;3,5;2,87;2,5;3,6;2,7
2017;03.03.2018;Schalke 04;Hertha;1;0;H;1;0;H;7;11;4;3;16;16;2;6;0;1;0;0;1,66;3,6;6;1,62;3,8;5,75
2017;03.03.2018;Wolfsburg;Leverkusen;1;2;A;0;1;A;7;17;2;4;28;9;3;2;7;1;1;0;3,29;3,39;2,2;3,4;3,4;2,15
2017;04.03.2018;FC Koln;Stuttgart;2;3;A;1;2;A;12;9;4;4;13;13;3;3;1;3;0;0;2,45;3,25;3;2,4;3,4;2,95
2017;04.03.2018;Freiburg;Bayern Munich;0;4;A;0;2;A;5;17;1;4;8;8;4;5;1;0;0;0;10;5,5;1,3;9,5;5,25;1,33
2017;09.03.2018;Mainz;Schalke 04;0;1;A;0;0;D;16;6;4;2;12;17;5;6;2;2;0;0;3,6;3,29;2,1;3,7;3,3;2,1
2017;10.03.2018;Bayern Munich;Hamburg;6;0;H;3;0;H;18;1;7;0;4;9;11;1;1;2;0;0;1,12;9;21;1,12;9;21
2017;10.03.2018;Hannover;Augsburg;1;3;A;1;2;A;17;17;5;8;13;16;3;6;2;2;0;0;2,14;3,39;3,39;2,2;3,4;3,3
2017;10.03.2018;Hertha;Freiburg;0;0;D;0;0;D;12;5;4;0;7;14;5;4;1;0;0;0;2,1;3,25;3,79;2,1;3,3;3,7
2017;10.03.2018;Hoffenheim;Wolfsburg;3;0;H;1;0;H;17;6;6;1;7;7;11;4;1;1;0;0;1,66;4;5;1,7;3,8;5
2017;10.03.2018;Leverkusen;M'gladbach;2;0;H;1;0;H;17;9;7;2;12;15;3;5;0;3;0;0;1,7;3,89;5;1,72;3,9;4,75
2017;11.03.2018;Dortmund;Ein Frankfurt;3;2;H;1;0;H;13;10;4;3;17;10;5;8;3;3;0;0;1,75;3,6;5;1,78;3,7;4,5
2017;11.03.2018;Stuttgart;RB Leipzig;0;0;D;0;0;D;12;8;2;3;16;12;3;5;0;2;0;0;2,62;3,39;2,62;2,8;3,3;2,55
2017;12.03.2018;Werder Bremen;FC Koln;3;1;H;1;0;H;13;8;6;2;14;12;7;3;0;3;0;0;1,83;3,75;4,2;1,8;3,75;4,4
2017;16.03.2018;Freiburg;Stuttgart;1;2;A;0;1;A;7;10;2;5;10;9;1;3;2;1;0;0;2,62;3,2;2,79;2,7;3;2,85
2017;17.03.2018;Augsburg;Werder Bremen;1;3;A;0;2;A;15;20;6;12;13;15;8;7;2;1;0;0;2,5;3,1;3,1;2,35;3,3;3,1
2017;17.03.2018;Ein Frankfurt;Mainz;3;0;H;3;0;H;15;13;6;1;9;9;4;6;0;1;0;0;1,61;3,79;6;1,67;3,75;5,5
2017;17.03.2018;Hamburg;Hertha;1;2;A;1;0;H;9;16;3;9;12;14;1;6;1;3;0;0;2,54;3;3;2,5;3,1;3,1
2017;17.03.2018;M'gladbach;Hoffenheim;3;3;D;1;1;D;23;13;7;6;11;15;9;3;0;1;0;0;2,75;3,39;2,54;2,7;3,4;2,6
2017;17.03.2018;Wolfsburg;Schalke 04;0;1;A;0;0;D;17;10;3;2;12;18;5;2;0;1;0;0;3,5;3,25;2,2;3,6;3,3;2,15
2017;18.03.2018;Dortmund;Hannover;1;0;H;1;0;H;25;8;9;4;14;10;12;2;2;1;0;0;1,44;4,75;7;1,44;4,75;7
2017;18.03.2018;FC Koln;Leverkusen;2;0;H;1;0;H;7;10;3;3;15;7;2;2;3;1;0;1;5;3,75;1,72;4,5;3,7;1,78
2017;18.03.2018;RB Leipzig;Bayern Munich;2;1;H;1;1;D;16;9;6;2;16;14;3;6;3;4;0;0;5;4,33;1,6;5,25;4,1;1,62
2017;31.03.2018;Bayern Munich;Dortmund;6;0;H;5;0;H;17;9;9;3;4;7;2;1;1;1;0;0;1,36;5;8;1,36;5;7,25
2017;31.03.2018;Hannover;RB Leipzig;2;3;A;0;1;A;13;15;3;5;16;16;6;3;3;4;0;0;3,89;3,6;1,95;3,75;3,4;1,95
2017;31.03.2018;Hertha;Wolfsburg;0;0;D;0;0;D;9;9;2;1;15;12;4;5;1;3;0;1;2,04;3,29;3,6;2,05;3,25;3,6
2017;31.03.2018;Hoffenheim;FC Koln;6;0;H;1;0;H;18;4;11;1;13;10;4;8;1;0;0;0;1,53;4,5;5,75;1,5;4,5;5,5
2017;31.03.2018;Leverkusen;Augsburg;0;0;D;0;0;D;18;7;2;2;4;10;5;1;0;2;0;0;1,44;4,5;6,5;1,5;4,2;6
2017;31.03.2018;Schalke 04;Freiburg;2;0;H;0;0;D;16;6;7;0;19;16;2;2;2;2;0;1;1,55;3,79;6,5;1,55;3,9;6
2017;31.03.2018;Stuttgart;Hamburg;1;1;D;1;1;D;11;8;4;6;15;12;3;7;1;1;0;0;1,72;3,6;4,75;1,78;3,6;4,33
2017;01.04.2018;Mainz;M'gladbach;0;0;D;0;0;D;14;11;5;2;14;8;7;6;0;1;0;0;2,45;3,39;2,75;2,5;3,3;2,7
2017;01.04.2018;Werder Bremen;Ein Frankfurt;2;1;H;1;0;H;11;11;6;6;16;9;6;3;2;0;0;0;2,37;3,25;3;2,35;3,25;2,95
2017;06.04.2018;Hannover;Werder Bremen;2;1;H;2;0;H;10;14;6;4;16;20;4;2;1;2;0;0;2,89;3,5;2,37;3;3,4;2,35
2017;07.04.2018;Augsburg;Bayern Munich;1;4;A;1;2;A;7;12;1;7;19;8;1;6;3;1;0;0;6,5;4,33;1,5;6,75;4,25;1,5
2017;07.04.2018;FC Koln;Mainz;1;1;D;1;0;H;15;12;8;4;13;19;8;3;4;5;0;1;2;3,5;3,75;2,1;3,5;3,5
2017;07.04.2018;Freiburg;Wolfsburg;0;2;A;0;1;A;13;11;1;2;16;14;9;3;0;1;0;0;2,5;3,1;3,1;2,55;3;3,1
2017;07.04.2018;Hamburg;Schalke 04;3;2;H;1;1;D;18;7;7;4;16;15;8;1;2;2;0;0;4,33;3,39;1,9;4;3,3;2
2017;07.04.2018;M'gladbach;Hertha;2;1;H;0;1;A;10;13;3;6;13;20;4;5;1;2;0;0;1,7;3,5;5,75;1,85;3,6;4,33
2017;08.04.2018;Dortmund;Stuttgart;3;0;H;1;0;H;18;12;12;6;12;15;5;7;1;4;0;0;1,61;4;5,5;1,6;4;5,75
2017;08.04.2018;Ein Frankfurt;Hoffenheim;1;1;D;0;0;D;15;10;5;3;13;8;8;3;0;2;0;0;2,39;3,39;3;2,55;3,3;2,8
2017;09.04.2018;RB Leipzig;Leverkusen;1;4;A;1;1;D;19;13;4;7;8;7;8;9;0;0;0;0;2,29;3,5;3;2,2;3,6;3,1
2017;13.04.2018;Wolfsburg;Augsburg;0;0;D;0;0;D;17;9;4;2;18;17;7;5;2;4;1;1;2,14;3,29;3,6;2,1;3,3;3,7
2017;14.04.2018;Bayern Munich;M'gladbach;5;1;H;2;1;H;20;4;11;1;9;9;6;0;2;1;0;0;1,33;5,75;8;1,3;5,75;9
2017;14.04.2018;Hertha;FC Koln;2;1;H;0;1;A;13;13;6;2;13;11;6;8;1;3;0;0;1,95;3,6;3,79;2,05;3,4;3,8
2017;14.04.2018;Hoffenheim;Hamburg;2;0;H;2;0;H;21;13;6;5;8;10;7;8;1;2;0;0;1,5;4,33;6,5;1,48;4,6;6,25
2017;14.04.2018;Leverkusen;Ein Frankfurt;4;1;H;1;1;D;11;7;6;1;15;8;2;2;3;4;0;0;1,8;3,79;4,33;1,75;3,75;4,75
2017;14.04.2018;Stuttgart;Hannover;1;1;D;0;0;D;12;9;5;3;12;11;10;4;1;2;0;0;1,9;3,6;4;1,85;3,5;4,4
2017;15.04.2018;Schalke 04;Dortmund;2;0;H;0;0;D;12;12;3;5;8;9;4;6;1;1;0;0;2,54;3,39;2,7;2,5;3,5;2,75
2017;15.04.2018;Werder Bremen;RB Leipzig;1;1;D;1;0;H;16;10;6;4;17;13;5;2;2;1;0;0;2,79;3,5;2,45;2,85;3,4;2,45
2017;16.04.2018;Mainz;Freiburg;2;0;H;1;0;H;14;11;3;0;16;10;4;4;1;2;0;0;2,29;3,29;3,2;2,25;3,3;3,3
2017;20.04.2018;M'gladbach;Wolfsburg;3;0;H;3;0;H;16;7;6;2;18;16;8;5;0;2;0;0;1,8;3,79;4,5;1,8;3,7;4,5
2017;21.04.2018;Dortmund;Leverkusen;4;0;H;1;0;H;17;10;9;2;11;14;7;6;0;0;0;0;2,29;3,5;3;2,3;3,5;3
2017;21.04.2018;Ein Frankfurt;Hertha;0;3;A;0;0;D;13;4;3;3;9;16;5;0;1;1;1;0;1,95;3,39;4,2;1,91;3,5;4,1
2017;21.04.2018;Hamburg;Freiburg;1;0;H;0;0;D;11;11;5;4;12;15;10;4;3;3;0;1;2,04;3,39;3,75;2,05;3,3;3,8
2017;21.04.2018;Hannover;Bayern Munich;0;3;A;0;0;D;6;14;2;8;11;19;2;7;1;0;0;0;6,25;4,59;1,44;5,5;4,6;1,53
2017;21.04.2018;RB Leipzig;Hoffenheim;2;5;A;0;3;A;14;12;8;7;7;20;8;4;0;2;1;0;2,04;3,75;3,39;2,05;3,9;3,25
2017;21.04.2018;Stuttgart;Werder Bremen;2;0;H;1;0;H;11;9;5;3;8;18;3;5;1;2;0;0;2,39;3,29;3;2,4;3,4;2,95
2017;22.04.2018;Augsburg;Mainz;2;0;H;1;0;H;15;7;6;3;16;18;4;5;4;1;0;0;2,2;3,29;3,39;2,2;3,25;3,5
2017;22.04.2018;FC Koln;Schalke 04;2;2;D;1;2;A;11;21;3;7;9;22;5;7;0;0;0;0;3,75;3,5;2;3,9;3,6;1,95
2017;27.04.2018;Hoffenheim;Hannover;3;1;H;1;1;D;16;13;6;4;21;11;7;4;3;1;0;0;1,28;6;9,5;1,3;5,75;9
2017;28.04.2018;Bayern Munich;Ein Frankfurt;4;1;H;1;0;H;12;12;6;3;6;9;1;2;0;0;0;0;1,6;4,33;5,25;1,62;4,2;5,25
2017;28.04.2018;Freiburg;FC Koln;3;2;H;1;0;H;12;13;6;3;16;13;2;5;2;4;0;0;2,1;3,39;3,6;2,05;3,5;3,6
2017;28.04.2018;Hertha;Augsburg;2;2;D;0;1;A;8;12;5;3;9;14;6;3;0;2;0;1;2,04;3,25;3,79;2,15;3,3;3,6
2017;28.04.2018;Leverkusen;Stuttgart;0;1;A;0;0;D;24;4;7;1;13;12;6;2;2;0;0;0;1,39;4,75;8;1,42;4,75;7,5
2017;28.04.2018;Schalke 04;M'gladbach;1;1;D;1;1;D;10;10;4;4;11;11;1;1;2;4;1;0;1,85;3,6;4,2;1,87;3,5;4,33
2017;28.04.2018;Wolfsburg;Hamburg;1;3;A;0;2;A;10;14;1;5;14;17;2;6;3;2;0;0;2,2;3,39;3,29;2,2;3,25;3,5
2017;29.04.2018;Mainz;RB Leipzig;3;0;H;1;0;H;16;6;9;1;24;9;7;8;2;4;0;1;3,75;3,39;2,04;3,3;3,5;2,15
2017;29.04.2018;Werder Bremen;Dortmund;1;1;D;1;1;D;19;17;6;6;8;9;7;5;1;2;0;0;3,79;3,75;1,9;3,75;3,7;1,95
2017;05.05.2018;Augsburg;Schalke 04;1;2;A;1;2;A;12;15;5;7;13;9;4;4;2;3;0;0;3,6;3,29;2,1;3,4;3,4;2,15
2017;05.05.2018;Dortmund;Mainz;1;2;A;1;2;A;12;7;4;5;16;17;4;2;3;3;0;0;1,3;5,5;10;1,3;5,5;9,75
2017;05.05.2018;Ein Frankfurt;Hamburg;3;0;H;1;0;H;14;14;10;4;14;5;3;7;2;0;0;0;1,95;3,5;4;1,95;3,8;3,7
2017;05.05.2018;FC Koln;Bayern Munich;1;3;A;1;0;H;10;16;3;9;11;8;4;7;1;0;0;0;11;6,5;1,25;9,25;6,25;1,28
2017;05.05.2018;Hannover;Hertha;3;1;H;3;0;H;11;16;5;2;11;15;4;6;2;4;0;0;2,7;3,39;2,62;2,7;3,4;2,6
2017;05.05.2018;M'gladbach;Freiburg;3;1;H;1;0;H;18;18;5;6;6;8;7;3;0;3;0;0;1,8;3,6;4,75;1,8;3,7;4,4
2017;05.05.2018;RB Leipzig;Wolfsburg;4;1;H;2;0;H;13;10;7;5;11;10;2;5;0;1;0;0;1,61;4;5,5;1,62;4,2;5,25
2017;05.05.2018;Stuttgart;Hoffenheim;2;0;H;1;0;H;5;21;2;7;15;10;1;9;6;1;1;0;3,1;3,75;2,14;3,25;3,6;2,15
2017;05.05.2018;Werder Bremen;Leverkusen;0;0;D;0;0;D;3;9;0;1;14;18;3;1;3;5;0;0;3,79;4;1,85;3,9;3,7;1,91
2017;12.05.2018;Bayern Munich;Stuttgart;1;4;A;1;2;A;18;7;8;7;10;8;10;0;1;0;0;0;1,16;8;15;1,2;7,25;12
2017;12.05.2018;Freiburg;Augsburg;2;0;H;0;0;D;12;5;3;2;13;17;5;4;1;2;0;0;1,95;3,39;4;2;3,4;3,9
2017;12.05.2018;Hamburg;M'gladbach;2;1;H;1;1;D;17;8;8;3;10;7;8;3;3;1;1;0;2,29;3,5;3;2,25;3,8;2,9
2017;12.05.2018;Hertha;RB Leipzig;2;6;A;1;3;A;8;17;4;10;12;11;3;6;1;1;0;0;4,2;3,75;1,85;4,2;3,9;1,8
2017;12.05.2018;Hoffenheim;Dortmund;3;1;H;1;0;H;12;10;8;4;4;7;2;3;0;0;0;0;2,2;3,79;3;2,2;3,8;3
2017;12.05.2018;Leverkusen;Hannover;3;2;H;2;0;H;27;11;8;4;9;11;5;2;2;2;0;0;1,19;7;13;1,22;7,25;10,5
2017;12.05.2018;Mainz;Werder Bremen;1;2;A;1;1;D;13;14;1;3;10;6;3;7;0;1;0;0;2,29;3,6;3;2,35;3,6;2,9
2017;12.05.2018;Schalke 04;Ein Frankfurt;1;0;H;1;0;H;11;6;5;2;10;12;4;3;0;2;0;0;2,29;3,5;3;2,45;3,4;2,9
2017;12.05.2018;Wolfsburg;FC Koln;4;1;H;1;1;D;16;6;8;1;12;17;5;10;2;3;0;0;1,64;4;5,25;1,65;4,1;5
2018;24.08.2018;Bayern Munich;Hoffenheim;3;1;H;1;0;H;16;8;5;5;2;21;7;2;1;4;0;0;1,2;7,5;12;1,2;7,5;11,5
2018;25.08.2018;Fortuna Dusseldorf;Augsburg;1;2;A;1;0;H;9;14;5;7;11;10;7;5;1;0;0;0;2,37;3,25;3;2,4;3,3;3
2018;25.08.2018;Freiburg;Ein Frankfurt;0;2;A;0;1;A;22;10;6;2;7;12;6;4;1;2;0;0;2,3;3,3;3,25;2,35;3,2;3,2
2018;25.08.2018;Hertha;Nurnberg;1;0;H;1;0;H;10;12;3;3;13;10;8;4;2;2;0;0;2,04;3,4;3,75;2,05;3,4;3,7
2018;25.08.2018;M'gladbach;Leverkusen;2;0;H;0;0;D;17;13;7;3;10;10;9;5;1;2;0;0;2,8;3,5;2,45;2,85;3,5;2,4
2018;25.08.2018;Werder Bremen;Hannover;1;1;D;0;0;D;15;13;3;4;5;6;4;3;0;0;0;0;1,85;3,6;4;1,87;3,75;4
2018;25.08.2018;Wolfsburg;Schalke 04;2;1;H;1;0;H;11;9;7;4;16;11;7;2;5;3;0;1;3,1;3,3;2,37;3;3,3;2,4
2018;26.08.2018;Dortmund;RB Leipzig;4;1;H;3;1;H;10;10;5;7;8;11;7;9;2;2;0;0;1,72;3,8;4,75;1,75;3,8;4,6
2018;26.08.2018;Mainz;Stuttgart;1;0;H;0;0;D;8;12;3;3;15;6;6;3;1;2;0;0;2,7;3,25;2,7;2,8;3,25;2,6
2018;31.08.2018;Hannover;Dortmund;0;0;D;0;0;D;7;8;0;3;11;5;4;1;0;0;0;0;5,5;4,33;1,57;5,5;4,33;1,57
2018;01.09.2018;Augsburg;M'gladbach;1;1;D;1;0;H;18;7;7;2;12;12;9;4;1;2;0;0;2,62;3,4;2,7;2,65;3,4;2,65
2018;01.09.2018;Ein Frankfurt;Werder Bremen;1;2;A;0;1;A;5;11;1;6;6;11;8;3;1;2;1;0;2,4;3,5;2,9;2,45;3,4;2,85
2018;01.09.2018;Hoffenheim;Freiburg;3;1;H;0;1;A;20;9;7;4;13;14;6;4;1;2;0;0;1,55;4;6,5;1,6;4,1;5,5
2018;01.09.2018;Leverkusen;Wolfsburg;1;3;A;1;1;D;16;12;3;5;13;13;5;3;3;3;0;0;1,61;4,33;5;1,65;3,9;5,25
2018;01.09.2018;Nurnberg;Mainz;1;1;D;0;1;A;19;6;4;1;10;11;5;1;2;2;0;0;2,37;3,3;3,1;2,35;3,3;3,1
2018;01.09.2018;Stuttgart;Bayern Munich;0;3;A;0;1;A;4;20;0;6;3;5;0;12;0;0;0;0;11;5,5;1,28;11;5,25;1,3
2018;02.09.2018;RB Leipzig;Fortuna Dusseldorf;1;1;D;0;0;D;23;14;7;8;11;15;3;3;1;4;0;0;1,4;4,75;8;1,42;4,75;7,5
2018;02.09.2018;Schalke 04;Hertha;0;2;A;0;1;A;16;5;4;3;16;15;9;0;1;1;1;0;1,75;3,6;5;1,78;3,5;5
2018;14.09.2018;Dortmund;Ein Frankfurt;3;1;H;1;0;H;10;5;6;2;11;11;7;1;0;1;0;0;1,4;5;7,5;1,44;4,75;7
2018;15.09.2018;Bayern Munich;Leverkusen;3;1;H;2;1;H;18;3;5;1;4;12;9;1;0;1;0;1;1,2;7;13;1,22;6,75;12,5
2018;15.09.2018;Fortuna Dusseldorf;Hoffenheim;2;1;H;1;0;H;8;18;4;5;10;19;0;9;1;2;0;0;4;3,6;1,9;3,9;3,7;1,91
2018;15.09.2018;Mainz;Augsburg;2;1;H;0;0;D;22;13;7;4;9;16;5;4;1;2;0;0;2,54;3,25;2,87;2,6;3,1;2,9
2018;15.09.2018;M'gladbach;Schalke 04;2;1;H;1;0;H;15;15;4;6;5;12;6;6;0;4;0;0;2,37;3,4;3;2,4;3,3;3
2018;15.09.2018;RB Leipzig;Hannover;3;2;H;2;1;H;15;16;6;8;12;12;4;12;4;4;0;0;1,53;4,33;5,5;1,53;4,5;5,75
2018;15.09.2018;Wolfsburg;Hertha;2;2;D;0;0;D;15;9;6;5;10;13;7;2;1;2;0;0;2,1;3,25;3,75;2,1;3,2;3,8
2018;16.09.2018;Freiburg;Stuttgart;3;3;D;1;1;D;12;11;5;6;13;11;5;8;3;4;1;0;2,62;3,25;2,75;2,55;3,2;2,9
2018;16.09.2018;Werder Bremen;Nurnberg;1;1;D;1;0;H;14;11;2;2;17;5;4;7;2;0;0;0;1,66;4;5;1,67;4;5
2018;21.09.2018;Stuttgart;Fortuna Dusseldorf;0;0;D;0;0;D;10;19;1;7;8;19;2;9;0;2;0;0;1,72;3,6;5,25;1,72;3,7;5
2018;22.09.2018;Augsburg;Werder Bremen;2;3;A;1;2;A;21;12;7;7;10;11;7;4;2;2;0;0;2,5;3,25;2,9;2,45;3,4;2,85
2018;22.09.2018;Hertha;M'gladbach;4;2;H;2;1;H;16;17;7;4;9;13;8;7;2;2;0;0;2,37;3,3;3,1;2,5;3,3;2,9
2018;22.09.2018;Hoffenheim;Dortmund;1;1;D;1;0;H;17;8;5;2;12;10;4;4;2;1;0;1;2,62;3,75;2,4;2,7;3,5;2,55
2018;22.09.2018;Nurnberg;Hannover;2;0;H;0;0;D;14;9;6;3;16;7;9;3;3;1;0;1;2,5;3,25;2,9;2,45;3,4;2,85
2018;22.09.2018;Schalke 04;Bayern Munich;0;2;A;0;1;A;10;14;2;7;12;11;0;8;2;1;0;0;8;4,5;1,4;8,5;5;1,36
2018;22.09.2018;Wolfsburg;Freiburg;1;3;A;0;2;A;17;12;9;8;12;17;7;7;0;3;0;0;1,72;3,6;5,25;1,7;3,8;5
2018;23.09.2018;Ein Frankfurt;RB Leipzig;1;1;D;1;0;H;8;9;5;2;14;8;4;2;1;1;0;0;2,9;3,4;2,35;3,1;3,4;2,3
2018;23.09.2018;Leverkusen;Mainz;1;0;H;0;0;D;18;12;5;5;12;13;7;4;2;2;0;0;1,57;4,33;5,5;1,57;4,25;5,5
2018;25.09.2018;Bayern Munich;Augsburg;1;1;D;0;0;D;16;12;8;4;6;15;8;4;3;2;0;0;1,1;10;23;1,11;9,5;21
2018;25.09.2018;Freiburg;Schalke 04;1;0;H;0;0;D;15;15;4;3;12;11;3;3;2;4;0;0;3,5;3,2;2,14;3,4;3,3;2,2
2018;25.09.2018;Hannover;Hoffenheim;1;3;A;0;1;A;17;17;8;9;12;13;8;5;2;2;0;0;3,5;3,6;2,04;3,4;3,75;2,05
2018;25.09.2018;Werder Bremen;Hertha;3;1;H;2;0;H;14;12;6;2;13;9;2;3;1;3;0;0;2;3,5;3,8;2,1;3,5;3,5
2018;26.09.2018;Dortmund;Nurnberg;7;0;H;2;0;H;19;4;10;1;6;10;4;5;0;2;0;0;1,3;5,5;10;1,3;5,25;11
2018;26.09.2018;Fortuna Dusseldorf;Leverkusen;1;2;A;0;0;D;16;6;4;3;6;12;7;5;2;2;0;0;3,75;3,75;1,95;3,9;3,7;1,91
2018;26.09.2018;Mainz;Wolfsburg;0;0;D;0;0;D;11;12;2;4;13;15;5;11;1;2;0;0;2,6;3,25;2,8;2,6;3,4;2,7
2018;26.09.2018;M'gladbach;Ein Frankfurt;3;1;H;0;0;D;21;12;9;2;7;11;9;6;0;0;0;0;1,75;3,8;4,75;1,78;3,75;4,5
2018;26.09.2018;RB Leipzig;Stuttgart;2;0;H;1;0;H;18;9;8;0;11;8;4;2;2;3;0;0;1,72;3,8;4,75;1,72;3,7;5
2018;28.09.2018;Hertha;Bayern Munich;2;0;H;2;0;H;6;25;4;5;14;10;1;14;3;1;0;0;10;5,75;1,28;9,75;5,75;1,3
2018;29.09.2018;Hoffenheim;RB Leipzig;1;2;A;0;0;D;13;18;6;7;4;14;4;8;1;3;0;0;2,04;3,75;3,4;2,1;3,75;3,25
2018;29.09.2018;Leverkusen;Dortmund;2;4;A;2;0;H;14;16;6;10;11;12;6;8;1;1;0;0;2,8;3,5;2,4;2,8;3,5;2,45
2018;29.09.2018;Nurnberg;Fortuna Dusseldorf;3;0;H;1;0;H;10;13;6;4;10;9;4;4;0;2;0;0;2,14;3,4;3,4;2,05;3,4;3,7
2018;29.09.2018;Schalke 04;Mainz;1;0;H;1;0;H;15;15;2;5;22;21;4;5;2;2;0;0;1,64;3,75;5,5;1,65;3,8;5,5
2018;29.09.2018;Stuttgart;Werder Bremen;2;1;H;1;0;H;18;14;5;3;15;14;6;8;3;4;0;1;2,7;3,25;2,7;2,65;3,4;2,65
2018;29.09.2018;Wolfsburg;M'gladbach;2;2;D;1;1;D;13;10;3;3;6;14;6;3;2;2;0;0;2,3;3,4;3,1;2,35;3,4;3
2018;30.09.2018;Augsburg;Freiburg;4;1;H;2;0;H;21;13;10;6;12;8;5;3;0;1;0;0;1,9;3,4;4,33;1,95;3,4;4,1
2018;30.09.2018;Ein Frankfurt;Hannover;4;1;H;2;0;H;15;4;7;1;16;11;3;4;1;2;0;0;1,9;3,6;4;2;3,5;3,75
2018;05.10.2018;Werder Bremen;Wolfsburg;2;0;H;1;0;H;15;10;5;4;12;13;7;5;1;2;0;0;1,95;3,5;4;2,05;3,4;3,7
